SampleId,LD1,LD2,Class
94,0.49411385503893596,-2.9363107633006047,2
95,-1.6261442583705992,-2.0204954495557965,2
96,2.0004456222461515,-0.6344846400783964,2
97,-1.0053481823276982,-3.331125860673602,2
98,-2.0712131448533926,-2.7144542044529234,2
99,-1.638158897621456,-3.877396541087835,2
100,-1.0589434001439588,-2.999872628814075,2
101,0.025945492133299476,-2.354113883940949,2
102,-0.2188740746446489,-1.6428960080537758,2
103,1.3643764040461155,-3.8174717430377094,2
104,-1.1290124486869055,-2.326852448839866,2
105,-0.21263093552045922,-2.9967758153211568,2
106,-0.7794688373613197,-2.472773916337361,2
107,0.6154673198298107,-2.178239871905029,2
108,0.22550192233509184,-3.79734159341577,2
109,-2.0386985129539528,-2.185325223581894,2
110,0.7927471628060448,-3.6615759803534744,2
111,0.30229545420822324,-2.7952787299579636,2
112,-0.5066488199606687,-1.095273408234905,2
113,0.9983739733598854,-3.445986748732365,2
114,-0.21954922229244409,-2.7975976908841775,2
115,-0.3713151655837142,-6.005610308476768,2
116,0.05545894068023038,-3.478469699174271,2
117,-0.09137874364459823,-3.6197773322052824,2
118,1.7975525226174032,-0.8501217650804562,2
119,-0.17405008593006102,-2.6322497134896508,2
120,-1.178702808623853,-2.205192262191421,2
121,-3.2105438955401513,-2.9053116941955053,2
122,0.6260520153107784,-1.99570865929642,2
123,0.03366612671444932,-1.3843597592282204,2
124,-0.6993007967569466,-2.459439565589432,2
125,-0.7206107942314535,-3.2466652031679253,2
126,-0.5193351242870741,-2.8696932497837087,2
127,1.170300446493411,-3.3194786358964783,2
128,0.10824791006832371,-3.798761426222013,2
129,1.1231978315082554,-1.2878481507053645,2
130,2.2463241902624724,0.1873478726188082,3
131,3.2852775479673286,0.6960862485144622,3
132,4.07236440644107,0.14425751540262077,3
133,3.8669123459249684,0.5350335734351933,3
134,3.4508833349747543,-0.2173453581689157,3
135,3.715838992704317,0.5651013007744231,3
136,3.922205101847166,0.8935262170435255,3
137,4.851610197603336,0.31406851823439275,3
138,3.5499338937336544,0.9159632987699475,3
139,3.768891735895859,0.22554112901386758,3
140,2.6694224984316977,1.1410907602048814,3
141,2.324914922416466,1.948483301642381,3
142,3.1771288266047697,1.059853166222389,3
143,2.8896441839186227,1.1570592247457654,3
144,3.783255621658545,2.0073930435747,3
145,3.0441132412932688,0.9812437042728462,3
146,4.70697017057656,1.8177827736063676,3
147,4.850213933324686,2.208182126748214,3
148,4.983591843118741,2.0349551952059466,3
149,4.869682926938928,1.808328611325321,3
150,4.598691898095444,1.8722422758564206,3
151,5.67447883699742,1.8258027051715797,3
152,5.329861231487733,0.5821851523128476,3
153,5.03401030577158,2.2773207586769133,3
154,4.520800865084125,-0.006734202357885244,3
155,5.097837101531244,2.0016203011051568,3
156,5.04368276760459,2.511903302362772,3
157,4.869808293588459,1.09158073849541,3
158,5.613165581496785,2.98439332263452,3
159,5.670467365588656,2.273069964381177,3
160,5.374135128512063,0.7624722345726005,3
161,3.099753773488894,1.9410648432057933,3
162,3.3588813726701434,0.5486896096241912,3
163,3.040071940553433,1.4569889812900998,3
164,4.948613027971829,2.1899245806129755,3
165,4.545044584822223,1.219898446518624,3
166,5.2725584376701855,2.7162306107833314,3
167,5.130161168186952,2.2917253633277572,3
168,4.304680824819759,2.3911253052092083,3
169,5.083367824767969,3.1576666520400614,3
170,4.067435709944161,0.31892192081147497,3
171,5.7421296095007675,1.4670816505406568,3
172,4.4820514004618195,3.307083817166587,3
173,4.291507578811996,3.3903319065887803,3
174,4.503296234241537,2.083545915467166,3
175,5.047470327731628,3.1962313614432936,3
176,4.276155047752915,2.4313879756977217,3
177,5.538086098201854,3.042057094679153,3
